,layer,feature,indirect_effect,prompt_str,response_str,node_type
177216,6,576,0.0027099442668259144,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
228003,8,675,0.0027039379347115755,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
252820,9,148,0.0027023744769394398,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
278277,10,261,0.0027017348911613226,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
137947,5,11227,0.0026986480224877596,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
151894,5,598,0.0026964228600263596,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
126591,4,639,0.0026963900309056044,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
253288,9,616,0.0026963581331074238,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
126652,4,700,0.002693647053092718,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
50243,1,323,0.002693246118724346,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
176831,6,191,0.002691861242055893,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
126150,4,198,0.0026911762543022633,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
303877,11,517,0.002690373919904232,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
171117,6,19053,0.002689257962629199,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
101283,3,675,0.0026850122958421707,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
278149,10,133,0.002684944309294224,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
227377,8,49,0.002684926614165306,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
228086,8,758,0.002684270264580846,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
227449,8,121,0.002683657221496105,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
227921,8,593,0.0026834201999008656,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
261116,10,7676,0.002683138707652688,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
202013,7,29,0.0026828909758478403,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
126632,4,680,0.002681454410776496,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
100648,3,40,0.0026810963172465563,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
278716,10,700,0.002680698409676552,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
202720,7,736,0.002680109813809395,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
101316,3,708,0.0026787330862134695,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
248491,9,20395,0.0026775700971484184,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
278451,10,435,0.0026774948928505182,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
100806,3,198,0.0026769971009343863,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
75954,2,690,0.002675403840839863,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
278337,10,321,0.0026744799688458443,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
164248,6,12184,0.0026709670200943947,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
252758,9,86,0.002670442685484886,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
278271,10,255,0.002666341606527567,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
116637,4,15261,0.0026660803705453873,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
202662,7,678,0.0026657190173864365,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
303384,11,24,0.0026651909574866295,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
278591,10,575,0.002663890365511179,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
202461,7,477,0.002661729697138071,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
151455,5,159,0.002658539917320013,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
177179,6,539,0.0026581750717014074,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
151627,5,331,0.002658144338056445,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
76832,3,800,0.0026580935809761286,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
210720,8,7968,0.0026570989284664392,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
188943,7,11535,0.0026543147396296263,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
93271,3,17239,0.002653622766956687,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
199591,7,22183,0.0026477754581719637,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
234695,9,6599,0.002646996174007654,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
170930,6,18866,0.0026463421527296305,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
202586,7,602,0.0026450844015926123,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
202596,7,612,0.002644625259563327,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
100779,3,171,0.0026437288615852594,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
304045,11,685,0.0026433414313942194,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
202309,7,325,0.0026430566795170307,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
101277,3,669,0.002642615931108594,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
87473,3,11441,0.0026425349060446024,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
303865,11,505,0.0026404429227113724,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
252858,9,186,0.002636759541928768,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
227407,8,79,0.002636226126924157,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
126557,4,605,0.0026355935260653496,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
101087,3,479,0.0026345832739025354,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
162576,6,10512,0.002634391887113452,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
176973,6,333,0.0026329648680984974,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
252757,9,85,0.002632718998938799,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
202512,7,528,0.0026309604290872812,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
100642,3,34,0.002630547620356083,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
196021,7,18613,0.002629499416798353,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
101930,4,554,0.002629356225952506,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
101163,3,555,0.002626613946631551,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
253403,9,731,0.0026261478196829557,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
202362,7,378,0.002625874010846019,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
100856,3,248,0.0026202790904790163,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
252784,9,112,0.002618334721773863,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
151571,5,275,0.00261508347466588,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
253011,9,339,0.002612542826682329,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
103312,4,1936,0.0026110687758773565,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
176722,6,82,0.0026089015882462263,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
253348,9,676,0.0026078238151967525,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
231248,9,3152,0.0026070524472743273,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
152055,5,759,0.0026049530133605003,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
303969,11,609,0.002602561376988888,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
176709,6,69,0.0026020104996860027,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
100832,3,224,0.0025993138551712036,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
304011,11,651,0.002595507074147463,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
227380,8,52,0.002595434198155999,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
252963,9,291,0.002588975243270397,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
236471,9,8375,0.002587075810879469,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
126142,4,190,0.002585622016340494,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
126527,4,575,0.0025849586818367243,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
195771,7,18363,0.0025849035009741783,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
303433,11,73,0.002584658795967698,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
151424,5,128,0.0025802406016737223,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
136362,5,9642,0.0025802061427384615,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
129482,5,2762,0.0025798731949180365,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
151851,5,555,0.0025797411799430847,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
185134,7,7726,0.0025794918183237314,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
177228,6,588,0.0025790780782699585,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
227653,8,325,0.0025789672508835793,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
202722,7,738,0.002578446641564369,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
303878,11,518,0.0025778731796890497,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
278466,10,450,0.002575497142970562,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
42339,1,16995,0.0025746459141373634,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
126463,4,511,0.002573201898485422,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
176867,6,227,0.0025724275037646294,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
151539,5,243,0.002569389995187521,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
177000,6,360,0.0025689168833196163,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
100847,3,239,0.002568409778177738,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
278082,10,66,0.002566191367805004,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
151535,5,239,0.0025630900636315346,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
75349,2,85,0.002562604146078229,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
198787,7,21379,0.0025621068198233843,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
177383,6,743,0.0025619498919695616,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
70821,2,20133,0.0025594616308808327,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
227944,8,616,0.002558449748903513,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
75510,2,246,0.0025560110807418823,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
50513,1,593,0.0025551440194249153,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
126492,4,540,0.002555037150159478,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
227943,8,615,0.002549117663875222,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
303793,11,433,0.0025485523510724306,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
272053,10,18613,0.002547338604927063,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
126258,4,306,0.002542744856327772,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
176861,6,221,0.0025415937416255474,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
303882,11,522,0.0025380305014550686,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
303556,11,196,0.0025376055855304003,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
253326,9,654,0.0025373341049999,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
202208,7,224,0.002537017920985818,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
177279,6,639,0.0025366307236254215,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
151674,5,378,0.002536532934755087,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
227397,8,69,0.0025362351443618536,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
126238,4,286,0.002536150859668851,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
303393,11,33,0.002533046528697014,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
146954,5,20234,0.002532761311158538,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
176940,6,300,0.002532240003347397,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
202883,8,131,0.0025319051928818226,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
136075,5,9355,0.0025318234693259,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
172979,6,20915,0.002529576187953353,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
177300,6,660,0.0025276707019656897,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
126445,4,493,0.0025269617326557636,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
152048,5,752,0.0025237801019102335,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
278287,10,271,0.002521784044802189,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
154961,6,2897,0.002520222682505846,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
253204,9,532,0.0025190217420458794,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
177063,6,423,0.002518836408853531,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
100718,3,110,0.0025131297297775745,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
148986,5,22266,0.002512685488909483,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
286683,11,7899,0.0025119713973253965,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
177152,6,512,0.0025106361135840416,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
176962,6,322,0.0025057278107851744,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
85543,3,9511,0.002501568989828229,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
165089,6,13025,0.0025014944840222597,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
187608,7,10200,0.0024994504638016224,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
303545,11,185,0.00249906606040895,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
303942,11,582,0.0024982213508337736,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
151418,5,122,0.0024975258857011795,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
160450,6,8386,0.0024970360100269318,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
149398,5,22678,0.0024963554460555315,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
176677,6,37,0.0024959794245660305,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
75931,2,667,0.0024945707991719246,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
50006,1,86,0.0024934187531471252,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
251995,9,23899,0.002492672298103571,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
126138,4,186,0.002492450177669525,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
151401,5,105,0.0024883232545107603,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
227387,8,59,0.002488123718649149,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
151752,5,456,0.0024874527007341385,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
226916,8,24164,0.002487063640728593,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
101179,3,571,0.0024856862146407366,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
278547,10,531,0.002483583055436611,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
227536,8,208,0.0024834766518324614,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
221625,8,18873,0.0024804172571748495,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
252859,9,187,0.002479367423802614,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
148254,5,21534,0.002478953916579485,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
278416,10,400,0.002478156005963683,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
227697,8,369,0.0024780253879725933,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
227722,8,394,0.0024769457522779703,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
227368,8,40,0.0024763853289186954,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
227847,8,519,0.00247401837259531,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
126292,4,340,0.0024737382773309946,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
228050,8,722,0.0024725862313061953,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
228027,8,699,0.0024715038016438484,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
100870,3,262,0.00247142999432981,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
176885,6,245,0.0024710141588002443,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
101315,3,707,0.002467895159497857,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
182582,7,5174,0.0024675545282661915,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
137833,5,11113,0.0024657268077135086,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
176830,6,190,0.0024644844233989716,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
126395,4,443,0.002464409451931715,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
126613,4,661,0.0024619163013994694,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
177045,6,405,0.0024597146548330784,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
176657,6,17,0.002458940725773573,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
125992,4,40,0.0024580222088843584,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
75626,2,362,0.0024557881988584995,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
75911,2,647,0.002455344656482339,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
278713,10,697,0.0024541541934013367,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
285365,11,6581,0.002453004475682974,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
252852,9,180,0.002450701082125306,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
245729,9,17633,0.002447990933433175,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
303897,11,537,0.0024478540290147066,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
111160,4,9784,0.0024473541416227818,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
202003,7,19,0.0024462235160171986,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
100800,3,192,0.0024452717043459415,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
202237,7,253,0.002444678917527199,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
177010,6,370,0.0024426691234111786,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
227738,8,410,0.002441293792799115,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
76029,2,765,0.002440890297293663,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
303670,11,310,0.002439910778775811,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
126687,4,735,0.002438071882352233,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
126428,4,476,0.0024364879354834557,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
253318,9,646,0.002433386165648699,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
126592,4,640,0.002432249253615737,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
75465,2,201,0.0024321763776242733,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
202345,7,361,0.0024319319054484367,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
176863,6,223,0.002431906759738922,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
54658,2,3970,0.002431630389764905,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
76012,2,748,0.0024313838221132755,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
100958,3,350,0.0024310334119945765,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
303954,11,594,0.002430925378575921,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
173834,6,21770,0.0024296799674630165,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
227492,8,164,0.0024294410832226276,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
253290,9,618,0.00242906273342669,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
177357,6,717,0.0024288520216941833,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
177160,6,520,0.0024252762086689472,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
303714,11,354,0.002423672005534172,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
303834,11,474,0.002423460129648447,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
75435,2,171,0.002422893652692437,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
227818,8,490,0.0024188871029764414,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
101123,3,515,0.002416531089693308,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
126534,4,582,0.0024137941654771566,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
214040,8,11288,0.0024136328138411045,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
101352,3,744,0.00240984745323658,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
253371,9,699,0.0024094688706099987,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
253306,9,634,0.002409139648079872,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
302141,11,23357,0.0024083491880446672,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
176843,6,203,0.0024075196124613285,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
177204,6,564,0.0024072013329714537,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
206024,8,3272,0.0024064304307103157,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
191245,7,13837,0.0024052713997662067,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
278440,10,424,0.0024044534657150507,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
126388,4,436,0.00240267813205719,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
128339,5,1619,0.0024015086237341166,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
202496,7,512,0.0023990413174033165,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
176656,6,16,0.0023967653978616,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
202107,7,123,0.0023965712171047926,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
201990,7,6,0.002396240597590804,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
126378,4,426,0.0023956340737640858,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
126308,4,356,0.0023953192867338657,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
215536,8,12784,0.0023949092719703913,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
126113,4,161,0.002394305542111397,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
227499,8,171,0.0023910528980195522,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
303764,11,404,0.002390192588791251,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
253128,9,456,0.002389818662777543,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
229714,9,1618,0.002385379746556282,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
253236,9,564,0.0023839666973799467,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
101152,3,544,0.0023823976516723633,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
204314,8,1562,0.0023813536390662193,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
303584,11,224,0.002381177619099617,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
100697,3,89,0.0023809093981981277,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
253218,9,546,0.0023797135800123215,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
126496,4,544,0.002376165008172393,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
278385,10,369,0.00237605394795537,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
227925,8,597,0.002373047173023224,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
303585,11,225,0.0023722019977867603,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
101371,3,763,0.002372159855440259,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
278620,10,604,0.0023719260934740305,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
136925,5,10205,0.0023713125847280025,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature
126622,4,670,0.0023673390969634056,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
202685,7,701,0.002366944681853056,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
152046,5,750,0.0023666450288146734,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error
